# PathPlanner CSV Format:
# timeSeconds, positionMeters, velocityMetersPerSecond, accelerationMetersPerSecondSq, headingDegrees, holonomicRotationDegrees, curvatureRadPerMeter, curveRadiusMeters, angularVelocityDegreesPerSec, angularAccelerationDegreesPerSecSq
 0.0,0.0,0,0.0,-114.76403034796692,0.0,-0.4669018724083279,-2.1417776605647285,0.0,0.0
 0.09111510722362574,0.020754906910932038,0.22778776805906434,2.4999999999999996,-114.76403034796692,0.0,-0.4669018724083279,-2.1417776605647285,0.0,0.0
 0.12862216821910397,0.04135915539345869,0.5493431886068242,8.573196939811572,-115.31724235900528,0.0,-0.4738060373543591,-2.110568294114203,-14.749543055507484,-393.24710238655217
 0.15724488518391191,0.0618148847912541,0.7146676335075397,5.775987133016909,-115.87457393680236,0.0,-0.4807332713344638,-2.080155586535768,-19.471651782126024,-164.9776550711256
 0.18124484566338278,0.08212423519885861,0.846224327118237,5.4815379268323605,-116.43599260754816,0.0,-0.48767944883962305,-2.0505272518236817,-23.39248313454534,-163.3682420341118
 0.2022763922039096,0.10228934710757466,0.9588030946682308,5.35285255095528,-117.00146309295499,0.0,-0.49464028570936464,-2.021671159610257,-26.886776220532422,-166.14532265868993
 0.2211898379564434,0.12231236103799423,1.058665575400883,5.27997288486017,-117.57094727063337,0.0,-0.5016113424341064,-1.9935753349344645,-30.110017240093462,-170.42061302495512
 0.23849143981213525,0.1421954171591633,1.1492031944214456,5.2329038533953876,-118.14440413848226,0.0,-0.5085880279993474,-1.9662279584789657,-33.144726865867334,-175.4005005481915
 0.25451181103786,0.1619406548944284,1.2325081271249883,5.1999377248996215,-118.72178978321843,0.0,-0.5155656045374173,-1.9396173662462093,-36.04071569883688,-180.76914649264154
 0.26948114035236564,0.18155021251402848,1.3099823784755646,5.175532565477205,-119.30305735352033,0.0,-0.5225391925531346,-1.91373204967456,-38.830568697466745,-186.37127556051823
 0.2835674358698737,0.20102622671453732,1.382621440555597,5.156718598566116,-119.88815703781826,0.0,-0.5295037770180331,-1.8885606550941436,-41.536803169483925,-192.11825200270445
 0.2968978492244753,0.2203708321852982,1.4511632127358751,5.141758950529298,-120.47703604723111,0.0,-0.5364542140290095,-1.8640919837120034,-44.175600091918305,-197.95312060023065
 0.30957142062019954,0.23958616116202125,1.5161731746116847,5.129569230796492,-121.0696386037053,0.0,-0.5433852383248455,-1.8403149910417367,-46.75892358756318,-203.8354789650246
 0.3216671217067466,0.25867434296775726,1.5780963558173613,5.119437125851936,-121.66590593372453,0.0,-0.5502914714776117,-1.8172187864639373,-49.29580565465512,-209.734189770403
 0.3332491581633786,0.2776375035415012,1.637290699675311,5.110875283426902,-122.26577626778888,0.0,-0.5571674307547206,-1.7947926328813457,-51.79316576238736,-215.62357510127092
 0.3443705939563967,0.29647776495470346,1.6940493802994343,5.103538938718302,-122.86918484584803,0.0,-0.5640075388372064,-1.7730259458262971,-54.256355859911736,-221.4813036164568
 0.3550759045139682,0.31519724491603146,1.7486162461759067,5.097177291870255,-123.47606392894214,0.0,-0.5708061341392213,-1.7519082928357195,-56.68953551888231,-227.28716237472094
 0.3654028222467553,0.3337980562647344,1.801196816901807,5.091603524540674,-124.08634281722638,0.0,-0.5775574817952857,-1.7314293927793811,-59.09593782728125,-233.0223180493455
 0.3753837004735467,0.3522823064530333,1.8519663068007544,5.0866756156455395,-124.69994787451799,0.0,-0.5842557853983783,-1.7115791148189385,-61.47806268635975,-238.66886309505603
 0.38504654109235925,0.3706520970179746,1.9010756039147696,5.08228367323005,-125.31680255954987,0.0,-0.5908951993678822,-1.6923474773018348,-63.83782050910831,-244.20953587440545
 0.3944157821605273,0.3889095230432512,1.9486558081322232,5.078341337497127,-125.93682746404603,0.0,-0.59746984175581,-1.6737246470236182,-66.17664120124971,-249.62754988635336
 0.4035129106293852,0.4070566726114954,1.9948217319747794,5.074779805583214,-126.55994035768165,0.0,-0.6039738078830036,-1.6557009376037564,-68.49555832576307,-254.90649411533488
 0.41235694549632584,0.42509562624764946,2.0396746403142756,5.071543590036965,-127.18605624008897,0.0,-0.6104011842262159,-1.638266808521456,-70.79527521400678,-260.0302828791573
 0.4209648234016667,0.4430284563539909,2.0833044222449812,5.06858745099476,-127.81508739983626,0.0,-0.6167460629728934,-1.6214128634720626,-73.07621770018201,-264.9831365242761
 0.42935170973805453,0.4608572266374764,2.125791332849301,5.065874139724955,-128.44694348052786,0.0,-0.6230025568734338,-1.6051298489344006,-75.33857683872526,-269.7495885603743
 0.4375312521546747,0.4785839915300936,2.1672074047318173,5.063372713657206,-129.08153155392202,0.0,-0.629164814438785,-1.589408652631028,-77.58234398353731,-274.3145069158024
 0.4455157889920075,0.49621079560292713,2.207617602866702,5.061057260822082,-129.71875620002064,0.0,-0.6352270355484397,-1.5742403015586766,-79.80733999737915,-278.6631283906865
 0.45331652207909157,0.5137396729747085,2.247080777677738,5.0589059221083765,-130.35851959416192,0.0,-0.6411834871077506,-1.559615960340461,-82.0132399095349,-282.7811037155143
 0.4609436610761166,0.5311726467156344,2.2856504578880217,5.056900133238364,-131.0007216008711,0.0,-0.6470285189849366,-1.5455269291202307,-84.19959397090359,-286.654545331016
 0.46840654489333344,0.5485117282472757,2.3233755149236237,5.055024030867338,-131.64525987444986,0.0,-0.6527565799374507,-1.5319646415449741,-86.36584588009262,-290.2700835555682
 0.4757137444890242,0.5657589167394212,2.360300723455901,5.053263982833183,-132.29202996603428,0.0,-0.6583622335770515,-1.5189206625154401,-88.51134872049089,-293.6149221465816
